Species,Diet
Sciurus deppei,Herbivore
Sciurus flammifer,Herbivore
Sciurus gilvigularis,Herbivore
Sciurus granatensis,Herbivore
Sciurus griseus,Herbivore
Sciurus ignitus,Herbivore
Sciurus igniventris,Herbivore
Sciurus lis,Herbivore
Sciurus nayaritensis,Herbivore
Sciurus niger,Herbivore
Sciurus oculatus,Herbivore
Sciurus pucheranii,Herbivore
Sciurus pyrrhinus,Herbivore
Sciurus richmondi,Herbivore
Sciurus sanborni,Herbivore
Sciurus spadiceus,Herbivore
Sciurus stramineus,Herbivore
Sciurus variegatoides,Herbivore
Sciurus vulgaris,Herbivore
Sciurus yucatanensis,Herbivore
Spermophilopsis leptodactylus,Omnivore
Spermophilus adocetus,Omnivore
Spermophilus alashanicus,Herbivore
Spermophilus annulatus,Herbivore
Spermophilus armatus,Omnivore
Spermophilus atricapillus,Herbivore
Spermophilus beecheyi,Omnivore
Spermophilus beldingi,Herbivore
Spermophilus brevicauda,Herbivore
Spermophilus brunneus,Herbivore
Spermophilus canus,Omnivore
Spermophilus citellus,Omnivore
Spermophilus columbianus,Herbivore
Spermophilus dauricus,Herbivore
Spermophilus elegans,Omnivore
Spermophilus erythrogenys,Herbivore
Spermophilus franklinii,Omnivore
Spermophilus fulvus,Herbivore
Spermophilus lateralis,Omnivore
Spermophilus madrensis,Omnivore
Spermophilus major,Herbivore
Spermophilus mexicanus,Omnivore
Spermophilus mohavensis,Herbivore
Spermophilus mollis,Herbivore
Spermophilus musicus,Omnivore
Spermophilus pallidicauda,Omnivore
Spermophilus parryii,Omnivore
Spermophilus perotensis,Omnivore
Spermophilus pygmaeus,Omnivore
Spermophilus ralli,Omnivore
Spermophilus relictus,Herbivore
Spermophilus richardsonii,Omnivore
Spermophilus saturatus,Omnivore
Spermophilus spilosoma,Omnivore
Spermophilus suslicus,Omnivore
Spermophilus taurensis,Omnivore
Spermophilus tereticaudus,Omnivore
Spermophilus townsendii,Herbivore
Spermophilus tridecemlineatus,Omnivore
Spermophilus undulatus,Omnivore
Spermophilus variegatus,Omnivore
Spermophilus washingtoni,Omnivore
Spermophilus xanthoprymnus,Omnivore
Sundasciurus brookei,Omnivore
Sundasciurus davensis,Omnivore
Sundasciurus fraterculus,Omnivore
Sundasciurus hippurus,Omnivore
Sundasciurus hoogstraali,Omnivore
Sundasciurus jentinki,Omnivore
Sundasciurus juvencus,Omnivore
Sundasciurus lowii,Omnivore
Sundasciurus mindanensis,Omnivore
Sundasciurus moellendorffi,Omnivore
Sundasciurus philippinensis,Omnivore
Sundasciurus rabori,Omnivore
Sundasciurus samarensis,Omnivore
Sundasciurus steerii,Omnivore
Sundasciurus tenuis,Omnivore
Syntheosciurus brochus,Herbivore
Tamias alpinus,Herbivore
Tamias amoenus,Omnivore
Tamias bulleri,Herbivore
Tamias canipes,Omnivore
Tamias cinereicollis,Omnivore
Tamias dorsalis,Omnivore
Tamias durangae,Omnivore
Tamias merriami,Omnivore
Tamias minimus,Herbivore
Tamias obscurus,Herbivore
Tamias ochrogenys,Omnivore
Tamias palmeri,Omnivore
Tamias panamintinus,Omnivore
Tamias quadrimaculatus,Herbivore
Tamias quadrivittatus,Herbivore
Tamias ruficaudus,Herbivore
Tamias rufus,Omnivore
Tamias senex,Omnivore
Tamias sibiricus,Herbivore
Tamias siskiyou,Omnivore
Tamias sonomae,Herbivore
Tamias speciosus,Omnivore
Tamias striatus,Omnivore
Tamias townsendii,Omnivore
Tamias umbrinus,Omnivore
Tamiasciurus douglasii,Herbivore
Tamiasciurus hudsonicus,Herbivore
Tamiasciurus mearnsi,Omnivore
Tamiops macclellandii,Omnivore
Tamiops maritimus,Omnivore
Tamiops rodolphii,Omnivore
Tamiops swinhoei,Omnivore
Trogopterus xanthipes,Herbivore
Xerus erythropus,Omnivore
Xerus inauris,Omnivore
Xerus princeps,Omnivore
Xerus rutilus,Omnivore
Solenodon cubanus,Omnivore
Solenodon marcanoi,Omnivore
Solenodon paradoxus,Carnivore
Anourosorex assamensis,Carnivore
Anourosorex schmidi,Carnivore
Anourosorex squamipes,Carnivore
Anourosorex yamashinai,Carnivore
Blarina brevicauda,Carnivore
Blarina carolinensis,Carnivore
Blarina hylophaga,Carnivore
Blarinella griselda,Omnivore
Blarinella quadraticauda,Omnivore
Blarinella wardi,Omnivore
Chimarrogale hantu,Carnivore
Chimarrogale himalayica,Carnivore
Chimarrogale phaeura,Carnivore
Chimarrogale platycephalus,Carnivore
Chimarrogale styani,Carnivore
Chimarrogale sumatrana,Carnivore
Chodsigoa caovansunga,Omnivore
Chodsigoa hypsibia,Omnivore
Chodsigoa lamula,Omnivore
Chodsigoa parca,Omnivore
Chodsigoa parva,Omnivore
Chodsigoa salenskii,Omnivore
Chodsigoa smithii,Omnivore
Chodsigoa sodalis,Omnivore
Congosorex phillipsorum,Omnivore
Congosorex polli,Omnivore
Congosorex verheyeni,Carnivore
Crocidura aleksandrisi,Carnivore
Crocidura allex,Carnivore
Crocidura andamanensis,Carnivore
Crocidura ansellorum,Carnivore
Crocidura arabica,Carnivore
Crocidura arispa,Carnivore
Crocidura armenica,Carnivore
Crocidura attenuata,Carnivore
Crocidura attila,Carnivore
Crocidura baileyi,Carnivore
Crocidura baluensis,Carnivore
Crocidura batesi,Carnivore
Crocidura beatus,Carnivore
Crocidura beccarii,Carnivore
Crocidura bottegi,Carnivore
Crocidura bottegoides,Carnivore
Crocidura brunnea,Carnivore
Crocidura buettikoferi,Carnivore
Crocidura caliginea,Carnivore
Crocidura canariensis,Carnivore
Crocidura caspica,Carnivore
Crocidura cinderella,Carnivore
Crocidura congobelgica,Carnivore
Crocidura crenata,Carnivore
Crocidura crossei,Carnivore
Crocidura cyanea,Carnivore
Crocidura denti,Carnivore
Crocidura desperata,Carnivore
Crocidura dhofarensis,Carnivore
Crocidura dolichura,Carnivore
Crocidura douceti,Carnivore
Crocidura dsinezumi,Carnivore
Crocidura eisentrauti,Carnivore
Crocidura elgonius,Carnivore
Crocidura elongata,Carnivore
Crocidura erica,Carnivore
Crocidura fischeri,Carnivore
Crocidura flavescens,Carnivore
Crocidura floweri,Carnivore
Crocidura foetida,Carnivore
Crocidura foxi,Carnivore
Crocidura fuliginosa,Carnivore
Crocidura fulvastra,Carnivore
Crocidura fumosa,Carnivore
Crocidura fuscomurina,Carnivore
Crocidura glassi,Carnivore
Crocidura gmelini,Carnivore
Crocidura goliath,Carnivore
Crocidura gracilipes,Carnivore
Crocidura grandiceps,Carnivore
Crocidura grandis,Carnivore
Crocidura grassei,Carnivore
Crocidura grayi,Carnivore
Crocidura greenwoodi,Carnivore
Crocidura harenna,Carnivore
Crocidura hikmiya,Carnivore
Crocidura hildegardeae,Carnivore
Crocidura hilliana,Carnivore
Crocidura hirta,Carnivore
Crocidura hispida,Carnivore
Crocidura horsfieldii,Carnivore
Crocidura hutanis,Carnivore
Crocidura indochinensis,Carnivore
Crocidura jacksoni,Carnivore
Crocidura jenkinsi,Carnivore
Crocidura jouvenetae,Carnivore
Crocidura katinka,Carnivore
Crocidura kivuana,Carnivore
Crocidura lamottei,Carnivore
Crocidura lanosa,Carnivore
Crocidura lasiura,Carnivore
Crocidura latona,Carnivore
Crocidura lea,Carnivore
Crocidura lepidura,Carnivore
Crocidura leucodon,Carnivore
Crocidura levicula,Carnivore
Crocidura littoralis,Carnivore
Crocidura longipes,Carnivore
Crocidura lucina,Carnivore
Crocidura ludia,Carnivore
Crocidura luna,Carnivore
Crocidura lusitania,Carnivore
Crocidura macarthuri,Carnivore
Crocidura macmillani,Carnivore
Crocidura macowi,Carnivore
Crocidura malayana,Carnivore
Crocidura manengubae,Carnivore
Crocidura maquassiensis,Carnivore
Crocidura mariquensis,Carnivore
Crocidura maurisca,Carnivore
Crocidura maxi,Carnivore
Crocidura mindorus,Carnivore
Crocidura miya,Carnivore
Crocidura monax,Carnivore
Crocidura monticola,Carnivore
Crocidura montis,Carnivore
Crocidura muricauda,Carnivore
Crocidura musseri,Carnivore
Crocidura mutesae,Carnivore
Crocidura nana,Carnivore
Crocidura nanilla,Carnivore
Crocidura negligens,Carnivore
Crocidura negrina,Carnivore
Crocidura nicobarica,Carnivore
Crocidura nigeriae,Carnivore
Crocidura nigricans,Carnivore
Crocidura nigripes,Carnivore
Crocidura nigrofusca,Carnivore
Crocidura nimbae,Carnivore
Crocidura niobe,Carnivore
Crocidura obscurior,Carnivore
Crocidura olivieri,Carnivore
Crocidura orientalis,Carnivore
Crocidura orii,Carnivore
Crocidura pachyura,Carnivore
Crocidura palawanensis,Carnivore
Crocidura paradoxura,Carnivore
Crocidura parvipes,Carnivore
Crocidura pasha,Carnivore
Crocidura pergrisea,Carnivore
Crocidura phaeura,Carnivore
Crocidura picea,Carnivore
Crocidura pitmani,Carnivore
Crocidura planiceps,Carnivore
Crocidura poensis,Carnivore
Crocidura polia,Carnivore
Crocidura pullata,Carnivore
Crocidura raineyi,Carnivore
Crocidura ramona,Carnivore
Crocidura rapax,Carnivore
Crocidura religiosa,Carnivore
Crocidura rhoditis,Carnivore
Crocidura roosevelti,Carnivore
Crocidura russula,Carnivore
Crocidura selina,Carnivore
Crocidura serezkyensis,Carnivore
Crocidura shantungensis,Carnivore
Crocidura sibirica,Carnivore
Crocidura sicula,Carnivore
Crocidura silacea,Carnivore
Crocidura smithii,Carnivore
Crocidura somalica,Carnivore
Crocidura stenocephala,Carnivore
Crocidura suaveolens,Carnivore
Crocidura susiana,Carnivore
Crocidura tanakae,Carnivore
Crocidura tansaniana,Carnivore
Crocidura tarella,Carnivore
Crocidura tarfayensis,Carnivore
Crocidura telfordi,Carnivore
Crocidura tenuis,Carnivore
Crocidura thalia,Carnivore
Crocidura theresae,Carnivore
Crocidura thomensis,Carnivore
Crocidura trichura,Carnivore
Crocidura turba,Carnivore
Crocidura ultima,Carnivore
Crocidura usambarae,Carnivore
Crocidura viaria,Carnivore
Crocidura virgata,Carnivore
Crocidura voi,Carnivore
Crocidura vorax,Carnivore
Crocidura vosmaeri,Carnivore
Crocidura watasei,Carnivore
Crocidura whitakeri,Carnivore
Crocidura wimmeri,Carnivore
Crocidura wuchihensis,Carnivore
Crocidura xantippe,Carnivore
Crocidura yankariensis,Carnivore
Crocidura zaphiri,Carnivore
Crocidura zarudnyi,Carnivore
Crocidura zimmeri,Carnivore
Crocidura zimmermanni,Carnivore
Cryptotis alticola,Carnivore
Cryptotis brachyonyx,Carnivore
Cryptotis colombiana,Carnivore
Cryptotis endersi,Carnivore
Cryptotis equatoris,Carnivore
Cryptotis goldmani,Carnivore
Cryptotis goodwini,Carnivore
Cryptotis gracilis,Carnivore
Cryptotis griseoventris,Carnivore
Cryptotis hondurensis,Carnivore
Cryptotis magna,Carnivore
Cryptotis mayensis,Carnivore
Cryptotis medellinia,Carnivore
Cryptotis mera,Carnivore
Cryptotis meridensis,Carnivore
Cryptotis merriami,Carnivore
Cryptotis mexicana,Carnivore
Cryptotis montivaga,Carnivore
Cryptotis nelsoni,Carnivore
Cryptotis nigrescens,Carnivore
Cryptotis obscura,Carnivore
Cryptotis orophila,Carnivore
Cryptotis parva,Carnivore
Cryptotis peregrina,Carnivore
Cryptotis peruviensis,Carnivore
Cryptotis phillipsii,Carnivore
Cryptotis squamipes,Carnivore
Cryptotis tamensis,Carnivore
Cryptotis thomasi,Carnivore
Cryptotis tropicalis,Carnivore
Diplomesodon pulchellum,Carnivore
Episoriculus caudatus,Carnivore
Episoriculus fumidus,Carnivore
Episoriculus leucops,Carnivore
Episoriculus macrurus,Carnivore
Feroculus feroculus,Omnivore
Megasorex gigas,Omnivore
Myosorex babaulti,Carnivore
Myosorex blarina,Carnivore
Myosorex cafer,Carnivore
Myosorex eisentrauti,Carnivore
Myosorex geata,Carnivore
Myosorex kihaulei,Carnivore
Myosorex longicaudatus,Carnivore
Myosorex okuensis,Carnivore
Myosorex rumpii,Carnivore
Myosorex schalleri,Carnivore
Myosorex sclateri,Carnivore
Myosorex tenuis,Carnivore
Myosorex varius,Carnivore
Myosorex zinki,Carnivore
Nectogale elegans,Carnivore
Neomys anomalus,Carnivore
Neomys fodiens,Carnivore
Neomys teres,Carnivore
Notiosorex cockrumi,Carnivore
Notiosorex crawfordi,Carnivore
Notiosorex evotis,Carnivore
Notiosorex villai,Carnivore
Paracrocidura graueri,Omnivore
Paracrocidura maxima,Omnivore
Paracrocidura schoutedeni,Omnivore
Ruwenzorisorex suncoides,Carnivore
Scutisorex somereni,Omnivore
Solisorex pearsoni,Carnivore
Sorex alaskanus,Carnivore
Sorex alpinus,Carnivore
Sorex antinorii,Carnivore
Sorex araneus,Omnivore
Sorex arcticus,Carnivore
Sorex arizonae,Carnivore
Sorex arunchi,Carnivore
Sorex asper,Carnivore
Sorex bairdi,Carnivore
Sorex bedfordiae,Carnivore
Sorex bendirii,Carnivore
Sorex buchariensis,Carnivore
Sorex caecutiens,Carnivore
Sorex camtschatica,Carnivore
Sorex cansulus,Carnivore
Sorex cinereus,Carnivore
Sorex coronatus,Carnivore
Sorex cylindricauda,Carnivore
Sorex daphaenodon,Carnivore
Sorex dispar,Carnivore
Sorex emarginatus,Carnivore
Sorex excelsus,Carnivore
Sorex fumeus,Carnivore
Sorex gracillimus,Carnivore
Sorex granarius,Carnivore
Sorex haydeni,Carnivore
Sorex hosonoi,Carnivore
Sorex hoyi,Carnivore
Sorex isodon,Carnivore
Sorex ixtlanensis,Carnivore
Sorex jacksoni,Carnivore
Sorex kozlovi,Carnivore
Sorex leucogaster,Carnivore
Sorex longirostris,Omnivore
Sorex lyelli,Carnivore
Sorex macrodon,Carnivore
Sorex maritimensis,Carnivore
Sorex mediopua,Carnivore
Sorex merriami,Carnivore
Sorex milleri,Carnivore
Sorex minutissimus,Carnivore
Sorex minutus,Carnivore
Sorex mirabilis,Carnivore
Sorex monticolus,Carnivore
Sorex nanus,Omnivore
Sorex neomexicanus,Carnivore
Sorex oreopolus,Carnivore
Sorex orizabae,Carnivore
Sorex ornatus,Carnivore
Sorex pacificus,Omnivore
Sorex palustris,Carnivore
Sorex planiceps,Carnivore
Sorex portenkoi,Carnivore
Sorex preblei,Carnivore
Sorex pribilofensis,Carnivore
Sorex raddei,Carnivore
Sorex roboratus,Carnivore
Sorex rohweri,Carnivore
Sorex samniticus,Carnivore
Sorex satunini,Carnivore
Sorex saussurei,Carnivore
Sorex sclateri,Carnivore
Sorex shinto,Carnivore
Sorex sinalis,Carnivore
Sorex sonomae,Carnivore
Sorex stizodon,Carnivore
Sorex tenellus,Carnivore
Sorex thibetanus,Carnivore
Sorex trowbridgii,Omnivore
Sorex tundrensis,Carnivore
Sorex ugyunak,Carnivore
Sorex unguiculatus,Carnivore
Sorex vagrans,Carnivore
Sorex ventralis,Carnivore
Sorex veraecrucis,Carnivore
Sorex veraepacis,Carnivore
Sorex volnuchini,Carnivore
Sorex yukonicus,Carnivore
Soriculus nigrescens,Omnivore
Suncus aequatorius,Carnivore
Suncus ater,Carnivore
Suncus dayi,Carnivore
Suncus etruscus,Carnivore
Suncus fellowesgordoni,Carnivore
Suncus hosei,Carnivore
Suncus infinitesimus,Carnivore
Suncus lixus,Carnivore
Suncus madagascariensis,Carnivore
Suncus malayanus,Carnivore
Suncus megalura,Carnivore
Suncus mertensi,Carnivore
Suncus montanus,Carnivore
Suncus murinus,Carnivore
Suncus remyi,Carnivore
Suncus stoliczkanus,Carnivore
Suncus varilla,Carnivore
Suncus zeylanicus,Carnivore
Surdisorex norae,Carnivore
Surdisorex polulus,Carnivore
Sylvisorex camerunensis,Omnivore
Sylvisorex granti,Omnivore
Sylvisorex howelli,Omnivore
Sylvisorex isabellae,Omnivore
Sylvisorex johnstoni,Omnivore
Sylvisorex konganensis,Omnivore
Sylvisorex lunaris,Omnivore
Sylvisorex morio,Omnivore
Sylvisorex ollula,Omnivore
Sylvisorex oriundus,Omnivore
Sylvisorex pluvialis,Omnivore
Sylvisorex vulcanorum,Omnivore
Cannomys badius,Herbivore
Eospalax fontanierii,Herbivore
Eospalax rothschildi,Herbivore
Eospalax smithii,Herbivore
Myospalax aspalax,Herbivore
Myospalax myospalax,Herbivore
Myospalax psilurus,Herbivore
Rhizomys pruinosus,Herbivore
Rhizomys sinensis,Herbivore
Rhizomys sumatrensis,Herbivore
Spalax arenarius,Herbivore
Spalax ehrenbergi,Herbivore
Spalax giganteus,Herbivore
Spalax graecus,Herbivore
Spalax leucodon,Herbivore
Spalax microphthalmus,Herbivore
Spalax nehringi,Herbivore
Spalax uralensis,Herbivore
Spalax zemni,Herbivore
Tachyoryctes macrocephalus,Herbivore
Tachyoryctes splendens,Herbivore
Babyrousa babyrussa,Herbivore
Babyrousa celebensis,Herbivore
Babyrousa togeanensis,Omnivore
Hylochoerus meinertzhageni,Herbivore
Phacochoerus aethiopicus,Herbivore
Phacochoerus africanus,Herbivore
Porcula salvania,Omnivore
Potamochoerus larvatus,Herbivore
Potamochoerus porcus,Herbivore
Sus ahoenobarbus,Omnivore
Sus barbatus,Omnivore
Sus bucculentus,Omnivore
Sus cebifrons,Omnivore
Sus celebensis,Omnivore
Sus oliveri,Omnivore
Sus philippensis,Omnivore
Sus scrofa,Omnivore
Sus verrucosus,Herbivore
Tachyglossus aculeatus,Carnivore
Zaglossus attenboroughi,Carnivore
Zaglossus bartoni,Carnivore
Zaglossus bruijnii,Carnivore
Condylura cristata,Carnivore
Desmana moschata,Carnivore
Dymecodon pilirostris,Carnivore
Euroscaptor grandis,Carnivore
Euroscaptor klossi,Carnivore
Euroscaptor longirostris,Carnivore
Euroscaptor micrura,Carnivore
Euroscaptor mizura,Carnivore
Euroscaptor parvidens,Carnivore
Galemys pyrenaicus,Carnivore
Mogera etigo,Carnivore
Mogera imaizumii,Carnivore
Mogera insularis,Carnivore
Mogera robusta,Carnivore
Mogera tokudae,Carnivore
Mogera uchidai,Carnivore
Mogera wogura,Carnivore
Neurotrichus gibbsii,Omnivore
Parascalops breweri,Carnivore
Parascaptor leucura,Carnivore
Scalopus aquaticus,Omnivore
Scapanulus oweni,Carnivore
Scapanus latimanus,Omnivore
Scapanus orarius,Carnivore
Scapanus townsendii,Carnivore
Scaptochirus moschatus,Carnivore
Scaptonyx fusicaudus,Carnivore
Talpa altaica,Carnivore
Talpa caeca,Carnivore
Talpa caucasica,Carnivore
Talpa davidiana,Carnivore
Talpa europaea,Carnivore
Talpa levantis,Carnivore
Talpa occidentalis,Carnivore
Talpa romana,Carnivore
Talpa stankovici,Carnivore
Uropsilus andersoni,Carnivore
Uropsilus gracilis,Carnivore
Uropsilus investigator,Carnivore
Uropsilus soricipes,Carnivore
Urotrichus talpoides,Carnivore
Tapirus bairdii,Herbivore
Tapirus indicus,Herbivore
Tapirus pinchaque,Herbivore
Tapirus terrestris,Herbivore
Tarsius bancanus,Carnivore
Tarsius dentatus,Carnivore
Tarsius lariang,Carnivore
Tarsius pelengensis,Carnivore
Tarsius pumilus,Carnivore
Tarsius sangirensis,Carnivore
Tarsius syrichta,Carnivore
Tarsius tarsier,Carnivore
Tarsipes rostratus,Herbivore
Catagonus wagneri,Herbivore
Pecari maximus,Omnivore
Pecari tajacu,Omnivore
Tayassu pecari,Omnivore
Echinops telfairi,Carnivore
Geogale aurita,Carnivore
Hemicentetes nigriceps,Carnivore
Hemicentetes semispinosus,Carnivore
Limnogale mergulus,Carnivore
Microgale brevicaudata,Carnivore
Microgale cowani,Carnivore
Microgale dobsoni,Carnivore
Microgale drouhardi,Carnivore
Microgale dryas,Carnivore
Microgale fotsifotsy,Carnivore
Microgale gracilis,Carnivore
Microgale gymnorhyncha,Carnivore
Microgale jenkinsae,Carnivore
Microgale jobihely,Carnivore
Microgale longicaudata,Carnivore
Microgale majori,Carnivore
Microgale monticola,Carnivore
Microgale nasoloi,Carnivore
Microgale parvula,Carnivore
Microgale principula,Carnivore
Microgale pusilla,Carnivore
Microgale soricoides,Carnivore
Microgale taiva,Carnivore
Microgale talazaci,Carnivore
Microgale thomasi,Carnivore
Micropotamogale lamottei,Carnivore
Micropotamogale ruwenzorii,Carnivore
Oryzorictes hova,Carnivore
Oryzorictes tetradactylus,Carnivore
Potamogale velox,Carnivore
Setifer setosus,Carnivore
Tenrec ecaudatus,Omnivore
Thryonomys gregorianus,Herbivore
Thryonomys swinderianus,Herbivore
Thylacinus cynocephalus,Carnivore
Macrotis lagotis,Herbivore
Macrotis leucura,Carnivore
Thyroptera devivoi,Carnivore
Thyroptera discifera,Carnivore
Thyroptera lavali,Carnivore
Thyroptera tricolor,Carnivore
Hyemoschus aquaticus,Herbivore
Moschiola indica,Herbivore
Moschiola kathygre,Herbivore
Moschiola meminna,Herbivore
Tragulus javanicus,Herbivore
Tragulus kanchil,Herbivore
Tragulus napu,Herbivore
Tragulus nigricans,Herbivore
Tragulus versicolor,Herbivore
Tragulus williamsoni,Herbivore
Anathana ellioti,Omnivore
Dendrogale melanura,Carnivore
Dendrogale murina,Carnivore
Tupaia belangeri,Omnivore
Tupaia chrysogaster,Omnivore
Tupaia dorsalis,Omnivore
Tupaia glis,Omnivore
Tupaia gracilis,Omnivore
Tupaia javanica,Omnivore
Tupaia longipes,Omnivore
Tupaia minor,Omnivore
Tupaia moellendorffi,Omnivore
Tupaia montana,Omnivore
Tupaia nicobarica,Omnivore
Tupaia palawanensis,Omnivore
Tupaia picta,Omnivore
Tupaia splendidula,Omnivore
Tupaia tana,Omnivore
Urogale everetti,Omnivore
Ailuropoda melanoleuca,Herbivore
Helarctos malayanus,Omnivore
Melursus ursinus,Omnivore
Tremarctos ornatus,Herbivore
Ursus americanus,Omnivore
Ursus arctos,Omnivore
Ursus maritimus,Omnivore
Ursus thibetanus,Herbivore
Antrozous pallidus,Carnivore
Arielulus aureocollaris,Carnivore
Arielulus circumdatus,Carnivore
Arielulus cuprosus,Carnivore
Arielulus societatis,Carnivore
Arielulus torquatus,Carnivore
Barbastella barbastellus,Carnivore
Barbastella leucomelas,Carnivore
Bauerus dubiaquercus,Carnivore
Chalinolobus dwyeri,Carnivore
Chalinolobus gouldii,Carnivore
Chalinolobus morio,Carnivore
Chalinolobus neocaledonicus,Carnivore
Chalinolobus nigrogriseus,Carnivore
Chalinolobus picatus,Carnivore
Chalinolobus tuberculatus,Carnivore
Cistugo lesueuri,Carnivore
Cistugo seabrae,Carnivore
Corynorhinus mexicanus,Carnivore
Corynorhinus rafinesquii,Carnivore
Corynorhinus townsendii,Carnivore
Eptesicus andinus,Carnivore
Eptesicus bobrinskoi,Carnivore
Eptesicus bottae,Carnivore
Eptesicus brasiliensis,Carnivore
Eptesicus chiriquinus,Carnivore
Eptesicus diminutus,Carnivore
Eptesicus dimissus,Carnivore
Eptesicus floweri,Carnivore
Eptesicus furinalis,Carnivore
Eptesicus fuscus,Carnivore
Eptesicus gobiensis,Carnivore
Eptesicus guadeloupensis,Carnivore
Eptesicus hottentotus,Carnivore
Eptesicus innoxius,Carnivore
Eptesicus japonensis,Carnivore
Eptesicus kobayashii,Carnivore
Eptesicus malagasyensis,Carnivore
Eptesicus matroka,Carnivore
Eptesicus nasutus,Carnivore
Eptesicus nilssonii,Carnivore
Eptesicus pachyotis,Carnivore
Eptesicus platyops,Carnivore
Eptesicus serotinus,Carnivore
Eptesicus tatei,Carnivore
Euderma maculatum,Carnivore
Eudiscopus denticulus,Carnivore
Falsistrellus affinis,Carnivore
Falsistrellus mackenziei,Carnivore
Falsistrellus mordax,Carnivore
Falsistrellus petersi,Carnivore
Falsistrellus tasmaniensis,Carnivore
Glauconycteris alboguttata,Carnivore
Glauconycteris argentata,Carnivore
Glauconycteris beatrix,Carnivore
Glauconycteris curryae,Carnivore
Glauconycteris egeria,Carnivore
Glauconycteris gleni,Carnivore
Glauconycteris humeralis,Carnivore
Glauconycteris kenyacola,Carnivore
Glauconycteris machadoi,Carnivore
Glauconycteris poensis,Carnivore
Glauconycteris superba,Carnivore
Glauconycteris variegata,Carnivore
Glischropus javanus,Carnivore
Glischropus tylopus,Carnivore
Harpiocephalus harpia,Carnivore
Harpiocephalus mordax,Carnivore
Harpiola grisea,Carnivore
Harpiola isodon,Carnivore
Hesperoptenus blanfordi,Carnivore
Hesperoptenus doriae,Carnivore
Hesperoptenus gaskelli,Carnivore
Hesperoptenus tickelli,Carnivore
Hesperoptenus tomesi,Carnivore
Histiotus alienus,Carnivore
Histiotus humboldti,Carnivore
Histiotus laephotis,Carnivore
Histiotus macrotus,Carnivore
Histiotus magellanicus,Carnivore
Histiotus montanus,Carnivore
Histiotus velatus,Carnivore
Ia io,Carnivore
Idionycteris phyllotis,Carnivore
Kerivoula africana,Carnivore
Kerivoula agnella,Carnivore
Kerivoula argentata,Carnivore
Kerivoula cuprosa,Carnivore
Kerivoula eriophora,Carnivore
Kerivoula flora,Carnivore
Kerivoula hardwickii,Carnivore
Kerivoula intermedia,Carnivore
Kerivoula kachinensis,Carnivore
Kerivoula krauensis,Carnivore
Kerivoula lanosa,Carnivore
Kerivoula lenis,Carnivore
Kerivoula minuta,Carnivore
Kerivoula muscina,Carnivore
Kerivoula myrella,Carnivore
Kerivoula papillosa,Carnivore
Kerivoula pellucida,Carnivore
Kerivoula phalaena,Carnivore
Kerivoula picta,Carnivore
Kerivoula smithii,Carnivore
Kerivoula titania,Carnivore
Kerivoula whiteheadi,Carnivore
Laephotis angolensis,Carnivore
Laephotis botswanae,Carnivore
Laephotis namibensis,Carnivore
Laephotis wintoni,Carnivore
Lasionycteris noctivagans,Carnivore
Lasiurus atratus,Carnivore
Lasiurus blossevillii,Carnivore
Lasiurus borealis,Carnivore
Lasiurus castaneus,Carnivore
Lasiurus cinereus,Carnivore
Lasiurus degelidus,Carnivore
Lasiurus ebenus,Carnivore
Lasiurus ega,Carnivore
Lasiurus egregius,Carnivore
Lasiurus insularis,Carnivore
Lasiurus intermedius,Carnivore
Lasiurus minor,Carnivore
Lasiurus pfeifferi,Carnivore
Lasiurus seminolus,Carnivore
Lasiurus varius,Carnivore
Lasiurus xanthinus,Carnivore
Mimetillus moloneyi,Carnivore
Miniopterus australis,Carnivore
Miniopterus fraterculus,Carnivore
Miniopterus fuliginosus,Carnivore
Miniopterus fuscus,Carnivore
Miniopterus gleni,Carnivore
Miniopterus griveaudi,Carnivore
Miniopterus inflatus,Carnivore
Miniopterus macrocneme,Carnivore
Miniopterus magnater,Carnivore
Miniopterus majori,Carnivore
Miniopterus manavi,Carnivore
Miniopterus medius,Carnivore
Miniopterus minor,Carnivore
Miniopterus natalensis,Carnivore
Miniopterus newtoni,Carnivore
Miniopterus oceanensis,Carnivore
Miniopterus paululus,Carnivore
Miniopterus petersoni,Carnivore
Miniopterus pusillus,Carnivore
Miniopterus robustior,Carnivore
Miniopterus schreibersii,Carnivore
Miniopterus shortridgei,Carnivore
Miniopterus sororculus,Carnivore
Miniopterus tristis,Carnivore
Murina aenea,Carnivore
Murina aurata,Carnivore
Murina cyclotis,Carnivore
Murina florium,Carnivore
Murina fusca,Carnivore
Murina harrisoni,Carnivore
Murina hilgendorfi,Carnivore
Murina huttoni,Carnivore
Murina leucogaster,Carnivore
Murina puta,Carnivore
Murina rozendaali,Carnivore
Murina ryukyuana,Carnivore
Murina suilla,Carnivore
Murina tenebrosa,Carnivore
Murina tubinaris,Carnivore
Murina ussuriensis,Carnivore
Myotis adversus,Carnivore
Myotis aelleni,Carnivore
Myotis albescens,Carnivore
Myotis alcathoe,Carnivore
Myotis altarium,Carnivore
Myotis anjouanensis,Carnivore
Myotis annamiticus,Carnivore
Myotis annectans,Carnivore
Myotis atacamensis,Carnivore
Myotis ater,Carnivore
Myotis aurascens,Carnivore
Myotis auriculus,Carnivore
Myotis australis,Carnivore
Myotis austroriparius,Carnivore
Myotis bechsteinii,Carnivore
Myotis blythii,Carnivore
Myotis bocagii,Carnivore
